0.373028, 0.066000
0.604094, 0.208819
0.043818, 0.383193
0.812877, 0.384446
0.383045, 0.646376
0.735629, 0.217942
0.361683, 0.121238
0.664011, 0.466204
0.712366, 0.715906
0.941671, 0.970781
0.119332, 0.340167
0.286589, 0.227122
0.652562, 0.041978
0.926788, 0.129962
0.450758, 0.211098
0.367345, 0.721712
0.892617, 0.997322
0.070287, 0.973480
0.936740, 0.855884
0.151580, 0.627244
0.743209, 0.755959
0.255217, 0.056847
0.704475, 0.571850
0.834610, 0.543583
0.556844, 0.788962
0.186934, 0.176598
0.938265, 0.793374
0.532820, 0.233890
0.453205, 0.285011
0.039106, 0.258938
0.913744, 0.684897
0.167578, 0.724628
0.060644, 0.298227
0.305401, 0.577766
0.897866, 0.866774
0.252840, 0.698632
0.453716, 0.890331
0.637844, 0.540865
0.448373, 0.098488
0.480565, 0.874271
0.914712, 0.963961
0.272962, 0.734592
0.443318, 0.706932
0.818848, 0.156289
0.214063, 0.794015
0.273388, 0.993603
0.852610, 0.196004
0.672639, 0.529084
0.330365, 0.952054
0.413539, 0.579207
0.013739, 0.982037
0.343650, 0.139132
0.919726, 0.917728
0.529536, 0.329044
0.740611, 0.638252
0.369775, 0.653307
0.152973, 0.251125
0.824693, 0.739769
0.325353, 0.001411
0.110433, 0.842220
0.181765, 0.083649
0.903262, 0.686554
0.215797, 0.991164
0.064249, 0.430261
0.111146, 0.929869
0.551400, 0.481591
0.143932, 0.251348
0.927431, 0.384137
0.239299, 0.156000
0.735600, 0.154712
0.655929, 0.683415
0.568597, 0.417058
0.025312, 0.937478
0.703365, 0.845018
0.789101, 0.112160
0.932488, 0.423962
0.158939, 0.463373
0.327204, 0.638428
0.330274, 0.420327
0.871212, 0.062171
0.507364, 0.478561
0.886640, 0.370135
0.912197, 0.508172
0.474894, 0.789183
0.609918, 0.525540
0.316305, 0.826638
0.567736, 0.840943
0.730571, 0.792628
0.416218, 0.252995
0.533920, 0.877010
0.731885, 0.115672
0.314083, 0.589543
0.357539, 0.888801
0.129773, 0.905419
0.116726, 0.055983
0.182891, 0.136425
0.212474, 0.228000
0.293028, 0.489863
0.982136, 0.300398
0.399425, 0.305098
0.021455, 0.582678
0.208523, 0.762512
0.744560, 0.940759
0.580584, 0.096700
0.703909, 0.967755
0.665414, 0.460093
0.953249, 0.585798
0.308399, 0.159730
0.849515, 0.697505
0.176942, 0.202835
0.277018, 0.420330
0.876342, 0.971880
0.299137, 0.320273
0.796870, 0.258586
0.039075, 0.232276
0.402997, 0.920498
0.837518, 0.353914
0.085050, 0.060910
0.114079, 0.568111
0.059661, 0.136967
0.512836, 0.319821
0.228999, 0.830952
0.876178, 0.950267
0.857317, 0.973891
0.673050, 0.972512
0.485673, 0.523843
0.975850, 0.309493
0.829871, 0.184957
0.189802, 0.709301
0.361453, 0.638492
0.951037, 0.351890
0.021473, 0.185834
0.713598, 0.159227
0.036383, 0.855694
0.197532, 0.829788
0.168933, 0.575584
